Id,Scenario Name,File Home,Merge Fixes,Parameter File,Time Limit,Num Vehicles,AC0 Flightplan,AC1 Flightplan,AC2 Flightplan,AC0 Param:DEF_WP_SPEED,AC1 Param:DEF_WP_SPEED,AC2 Param:DEF_WP_SPEED,Param:AL_1_ALERT_T
1,spacing1,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,3,3,NA,0
2,spacing2,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,3,3,NA,0
3,spacing3,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,3,3,NA,0
4,spacing4,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,3,3,NA,0
5,spacing5,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,3,3,NA,2
6,spacing6,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,3,3,NA,2
7,spacing7,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,3,3,NA,2
8,spacing8,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,3,3,NA,2
9,spacing9,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,3,3,NA,5
10,spacing10,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,3,3,NA,5
11,spacing11,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,3,3,NA,5
12,spacing12,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,3,3,NA,5
13,spacing13,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,0
14,spacing14,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,0
15,spacing15,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,0
16,spacing16,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,0
17,spacing17,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,2
18,spacing18,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,2
19,spacing19,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,2
20,spacing20,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,2
21,spacing21,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,5
22,spacing22,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,5
23,spacing23,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,5
24,spacing24,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,3.1,3,NA,5
25,spacing25,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,5,3,NA,0
26,spacing26,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,5,3,NA,0
27,spacing27,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,5,3,NA,0
28,spacing28,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,5,3,NA,0
29,spacing29,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,5,3,NA,2
30,spacing30,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,5,3,NA,2
31,spacing31,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,5,3,NA,2
32,spacing32,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,5,3,NA,2
33,spacing33,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,NA,5,3,NA,5
34,spacing34,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,NA,5,3,NA,5
35,spacing35,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,NA,5,3,NA,5
36,spacing36,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,2,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,NA,5,3,NA,5
37,spacing37,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,0
38,spacing38,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,0
39,spacing39,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,0
40,spacing40,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,0
41,spacing41,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,2
42,spacing42,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,2
43,spacing43,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,2
44,spacing44,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,2
45,spacing45,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,5
46,spacing46,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,5
47,spacing47,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,5
48,spacing48,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3,3,3,5
49,spacing49,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,0
50,spacing50,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,0
51,spacing51,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,0
52,spacing52,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,0
53,spacing53,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,2
54,spacing54,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,2
55,spacing55,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,2
56,spacing56,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,2
57,spacing57,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,5
58,spacing58,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,5
59,spacing59,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,5
60,spacing60,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,3.1,3,3,5
61,spacing61,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,0
62,spacing62,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,0
63,spacing63,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,0
64,spacing64,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,0
65,spacing65,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,2
66,spacing66,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,2
67,spacing67,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,2
68,spacing68,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,2
69,spacing69,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsA.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,5
70,spacing70,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsB.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,5
71,spacing71,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsC.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,5
72,spacing72,Python/TestRunner/tcl4+/spacing_scenario,merge_fixes.txt,merging_default.parm,200,3,vehicle0_waypointsD.txt,vehicle1_waypoints.txt,vehicle2_waypoints.txt,5,3,3,5
